code,date,value
ECOS.POLICY.RATE_BASE,2024-04-01,79.157366
ECOS.POLICY.RATE_BASE,2024-05-01,80.905907
ECOS.POLICY.RATE_BASE,2024-06-01,80.319258
ECOS.POLICY.RATE_BASE,2024-07-01,78.317691
ECOS.POLICY.RATE_BASE,2024-08-01,77.319791
ECOS.POLICY.RATE_BASE,2024-09-01,80.910686
ECOS.POLICY.RATE_BASE,2024-10-01,79.102122
ECOS.POLICY.RATE_BASE,2024-11-01,78.070926
ECOS.POLICY.RATE_BASE,2024-12-01,79.090089
ECOS.MACRO.CPI_YOY,2020-01-01,100.446549
ECOS.MACRO.CPI_YOY,2020-02-01,100.38562
ECOS.MACRO.CPI_YOY,2020-03-01,99.978621
ECOS.MACRO.CPI_YOY,2020-04-01,99.822186
ECOS.MACRO.CPI_YOY,2020-05-01,100.373563
ECOS.MACRO.CPI_YOY,2020-06-01,99.652378
ECOS.MACRO.CPI_YOY,2020-07-01,99.620189
ECOS.MACRO.CPI_YOY,2020-08-01,101.260138
ECOS.MACRO.CPI_YOY,2020-09-01,100.410783
ECOS.MACRO.CPI_YOY,2020-10-01,100.020105
ECOS.MACRO.CPI_YOY,2020-11-01,100.640119
ECOS.MACRO.CPI_YOY,2020-12-01,98.81459
ECOS.MACRO.CPI_YOY,2021-01-01,100.619783
ECOS.MACRO.CPI_YOY,2021-02-01,100.819188
ECOS.MACRO.CPI_YOY,2021-03-01,101.144289
ECOS.MACRO.CPI_YOY,2021-04-01,100.717561
ECOS.MACRO.CPI_YOY,2021-05-01,99.884182
ECOS.MACRO.CPI_YOY,2021-06-01,100.242719
ECOS.MACRO.CPI_YOY,2021-07-01,100.589824
ECOS.MACRO.CPI_YOY,2021-08-01,99.341632
ECOS.MACRO.CPI_YOY,2021-09-01,100.037468
ECOS.MACRO.CPI_YOY,2021-10-01,99.447614
ECOS.MACRO.CPI_YOY,2021-11-01,100.656404
ECOS.MACRO.CPI_YOY,2021-12-01,98.983874
ECOS.MACRO.CPI_YOY,2022-01-01,100.191457
ECOS.MACRO.CPI_YOY,2022-02-01,101.410711
ECOS.MACRO.CPI_YOY,2022-03-01,99.91069
ECOS.MACRO.CPI_YOY,2022-04-01,100.808415
ECOS.MACRO.CPI_YOY,2022-05-01,99.340886
ECOS.MACRO.CPI_YOY,2022-06-01,100.026776
ECOS.MACRO.CPI_YOY,2022-07-01,99.93222
ECOS.MACRO.CPI_YOY,2022-08-01,100.982817
ECOS.MACRO.CPI_YOY,2022-09-01,99.963976
ECOS.MACRO.CPI_YOY,2022-10-01,100.138089
ECOS.MACRO.CPI_YOY,2022-11-01,100.059779
ECOS.MACRO.CPI_YOY,2022-12-01,100.065964
ECOS.MACRO.CPI_YOY,2023-01-01,100.086938
ECOS.MACRO.CPI_YOY,2023-02-01,98.728455
ECOS.MACRO.CPI_YOY,2023-03-01,99.743982
ECOS.MACRO.CPI_YOY,2023-04-01,99.431632
ECOS.MACRO.CPI_YOY,2023-05-01,99.309233
ECOS.MACRO.CPI_YOY,2023-06-01,100.206242
ECOS.MACRO.CPI_YOY,2023-07-01,99.874245
ECOS.MACRO.CPI_YOY,2023-08-01,98.770853
ECOS.MACRO.CPI_YOY,2023-09-01,97.537443
ECOS.MACRO.CPI_YOY,2023-10-01,100.015574
ECOS.MACRO.CPI_YOY,2023-11-01,98.667258
ECOS.MACRO.CPI_YOY,2023-12-01,99.022979
ECOS.MACRO.CPI_YOY,2024-01-01,98.961743
ECOS.MACRO.CPI_YOY,2024-02-01,98.803831
ECOS.MACRO.CPI_YOY,2024-03-01,98.592625
ECOS.MACRO.CPI_YOY,2024-04-01,99.846414
ECOS.MACRO.CPI_YOY,2024-05-01,97.830078
ECOS.MACRO.CPI_YOY,2024-06-01,99.102099
ECOS.MACRO.CPI_YOY,2024-07-01,99.222031
ECOS.MACRO.CPI_YOY,2024-08-01,100.276443
ECOS.MACRO.CPI_YOY,2024-09-01,99.333882
ECOS.MACRO.CPI_YOY,2024-10-01,99.389927
ECOS.MACRO.CPI_YOY,2024-11-01,99.384494
ECOS.MACRO.CPI_YOY,2024-12-01,99.196756
ECOS.MACRO.UNEMP,2020-01-01,194.665558
ECOS.MACRO.UNEMP,2020-02-01,193.236377
ECOS.MACRO.UNEMP,2020-03-01,193.335534
ECOS.MACRO.UNEMP,2020-04-01,193.270916
ECOS.MACRO.UNEMP,2020-05-01,194.514455
ECOS.MACRO.UNEMP,2020-06-01,194.592615
ECOS.MACRO.UNEMP,2020-07-01,194.955954
ECOS.MACRO.UNEMP,2020-08-01,194.095242
ECOS.MACRO.UNEMP,2020-09-01,192.943548
ECOS.MACRO.UNEMP,2020-10-01,194.244524
ECOS.MACRO.UNEMP,2020-11-01,193.391187
ECOS.MACRO.UNEMP,2020-12-01,193.749146
ECOS.MACRO.UNEMP,2021-01-01,194.696668
ECOS.MACRO.UNEMP,2021-02-01,194.868106
ECOS.MACRO.UNEMP,2021-03-01,193.191421
ECOS.MACRO.UNEMP,2021-04-01,195.164012
ECOS.MACRO.UNEMP,2021-05-01,194.639433
ECOS.MACRO.UNEMP,2021-06-01,193.799409
ECOS.MACRO.UNEMP,2021-07-01,192.989599
ECOS.MACRO.UNEMP,2021-08-01,193.595158
ECOS.MACRO.UNEMP,2021-09-01,192.549106
ECOS.MACRO.UNEMP,2021-10-01,195.343304
ECOS.MACRO.UNEMP,2021-11-01,194.557367
ECOS.MACRO.UNEMP,2021-12-01,192.26942
ECOS.MACRO.UNEMP,2022-01-01,193.10706
ECOS.MACRO.UNEMP,2022-02-01,194.727668
ECOS.MACRO.UNEMP,2022-03-01,193.747198
ECOS.MACRO.UNEMP,2022-04-01,192.207868
ECOS.MACRO.UNEMP,2022-05-01,193.767222
ECOS.MACRO.UNEMP,2022-06-01,194.25422
ECOS.MACRO.UNEMP,2022-07-01,191.505509
ECOS.MACRO.UNEMP,2022-08-01,193.723595
ECOS.MACRO.UNEMP,2022-09-01,194.587933
ECOS.MACRO.UNEMP,2022-10-01,193.19797
ECOS.MACRO.UNEMP,2022-11-01,192.985955
ECOS.MACRO.UNEMP,2022-12-01,193.151832
ECOS.MACRO.UNEMP,2023-01-01,195.638745
ECOS.MACRO.UNEMP,2023-02-01,191.522362
ECOS.MACRO.UNEMP,2023-03-01,194.028261
ECOS.MACRO.UNEMP,2023-04-01,193.834167
ECOS.MACRO.UNEMP,2023-05-01,194.443544
ECOS.MACRO.UNEMP,2023-06-01,194.076386
ECOS.MACRO.UNEMP,2023-07-01,192.257152
ECOS.MACRO.UNEMP,2023-08-01,193.584127
ECOS.MACRO.UNEMP,2023-09-01,192.183745
ECOS.MACRO.UNEMP,2023-10-01,191.469838
ECOS.MACRO.UNEMP,2023-11-01,192.988345
ECOS.MACRO.UNEMP,2023-12-01,193.194185
ECOS.MACRO.UNEMP,2024-01-01,192.639001
ECOS.MACRO.UNEMP,2024-02-01,194.737849
ECOS.MACRO.UNEMP,2024-03-01,190.130289
ECOS.MACRO.UNEMP,2024-04-01,192.889251
ECOS.MACRO.UNEMP,2024-05-01,191.249916
ECOS.MACRO.UNEMP,2024-06-01,192.352762
ECOS.MACRO.UNEMP,2024-07-01,193.107309
ECOS.MACRO.UNEMP,2024-08-01,193.441541
ECOS.MACRO.UNEMP,2024-09-01,193.854327
ECOS.MACRO.UNEMP,2024-10-01,192.360148
ECOS.MACRO.UNEMP,2024-11-01,193.15016
ECOS.MACRO.UNEMP,2024-12-01,191.318838
ECOS.FX.USD_KRW,2020-01-01,167.3104
ECOS.FX.USD_KRW,2020-01-02,166.965038
ECOS.FX.USD_KRW,2020-01-03,168.323593
ECOS.FX.USD_KRW,2020-01-04,166.249014
ECOS.FX.USD_KRW,2020-01-05,165.753554
ECOS.FX.USD_KRW,2020-01-06,167.604489
ECOS.FX.USD_KRW,2020-01-07,166.285325
ECOS.FX.USD_KRW,2020-01-08,165.449423
ECOS.FX.USD_KRW,2020-01-09,166.38927
ECOS.FX.USD_KRW,2020-01-10,166.180777
ECOS.FX.USD_KRW,2020-01-11,166.786478
ECOS.FX.USD_KRW,2020-01-12,165.722757
ECOS.FX.USD_KRW,2020-01-13,165.468438
ECOS.FX.USD_KRW,2020-01-14,166.063138
ECOS.FX.USD_KRW,2020-01-15,165.526687
ECOS.FX.USD_KRW,2020-01-16,166.488437
ECOS.FX.USD_KRW,2020-01-17,167.08016
ECOS.FX.USD_KRW,2020-01-18,165.530895
ECOS.FX.USD_KRW,2020-01-19,165.27854
ECOS.FX.USD_KRW,2020-01-20,165.655443
ECOS.FX.USD_KRW,2020-01-21,165.398315
ECOS.FX.USD_KRW,2020-01-22,166.89609
ECOS.FX.USD_KRW,2020-01-23,165.488758
ECOS.FX.USD_KRW,2020-01-24,167.205627
ECOS.FX.USD_KRW,2020-01-25,165.581533
ECOS.FX.USD_KRW,2020-01-26,165.317665
ECOS.FX.USD_KRW,2020-01-27,165.009892
ECOS.FX.USD_KRW,2020-01-28,165.611489
ECOS.FX.USD_KRW,2020-01-29,165.870432
ECOS.FX.USD_KRW,2020-01-30,165.829963
ECOS.FX.USD_KRW,2020-01-31,163.536128
ECOS.FX.USD_KRW,2020-02-01,164.348253
ECOS.FX.USD_KRW,2020-02-02,164.956806
ECOS.FX.USD_KRW,2020-02-03,164.585664
ECOS.FX.USD_KRW,2020-02-04,167.661637
ECOS.FX.USD_KRW,2020-02-05,166.348506
ECOS.FX.USD_KRW,2020-02-06,165.194061
ECOS.FX.USD_KRW,2020-02-07,165.267452
ECOS.FX.USD_KRW,2020-02-08,164.880512
ECOS.FX.USD_KRW,2020-02-09,165.738569
ECOS.FX.USD_KRW,2020-02-10,164.445026
ECOS.FX.USD_KRW,2020-02-11,164.63513
ECOS.FX.USD_KRW,2020-02-12,165.346798
ECOS.FX.USD_KRW,2020-02-13,164.845534
ECOS.FX.USD_KRW,2020-02-14,165.084067
ECOS.FX.USD_KRW,2020-02-15,164.668416
ECOS.FX.USD_KRW,2020-02-16,164.68609
ECOS.FX.USD_KRW,2020-02-17,163.333412
ECOS.FX.USD_KRW,2020-02-18,164.279007
ECOS.FX.USD_KRW,2020-02-19,163.370201
ECOS.FX.USD_KRW,2020-02-20,164.827661
ECOS.FX.USD_KRW,2020-02-21,164.498047
ECOS.FX.USD_KRW,2020-02-22,163.616434
ECOS.FX.USD_KRW,2020-02-23,165.191264
ECOS.FX.USD_KRW,2020-02-24,164.176816
ECOS.FX.USD_KRW,2020-02-25,163.402495
ECOS.FX.USD_KRW,2020-02-26,165.121464
ECOS.FX.USD_KRW,2020-02-27,163.731333
ECOS.FX.USD_KRW,2020-02-28,166.131127
ECOS.FX.USD_KRW,2020-02-29,164.872615
ECOS.FX.USD_KRW,2020-03-01,164.155229
ECOS.FX.USD_KRW,2020-03-02,165.642263
ECOS.FX.USD_KRW,2020-03-03,164.495405
ECOS.FX.USD_KRW,2020-03-04,164.306918
ECOS.FX.USD_KRW,2020-03-05,163.908381
ECOS.FX.USD_KRW,2020-03-06,163.182078
ECOS.FX.USD_KRW,2020-03-07,162.57976
ECOS.FX.USD_KRW,2020-03-08,164.600769
ECOS.FX.USD_KRW,2020-03-09,162.651557
ECOS.FX.USD_KRW,2020-03-10,163.777928
ECOS.FX.USD_KRW,2020-03-11,162.90746
ECOS.FX.USD_KRW,2020-03-12,163.997332
ECOS.FX.USD_KRW,2020-03-13,163.67673
ECOS.FX.USD_KRW,2020-03-14,163.982351
ECOS.FX.USD_KRW,2020-03-15,163.243077
ECOS.FX.USD_KRW,2020-03-16,163.061857
ECOS.FX.USD_KRW,2020-03-17,164.49393
ECOS.FX.USD_KRW,2020-03-18,163.244711
ECOS.FX.USD_KRW,2020-03-19,163.496429
ECOS.FX.USD_KRW,2020-03-20,164.16153
ECOS.FX.USD_KRW,2020-03-21,163.197464
ECOS.FX.USD_KRW,2020-03-22,163.214571
ECOS.FX.USD_KRW,2020-03-23,164.503311
ECOS.FX.USD_KRW,2020-03-24,164.682797
ECOS.FX.USD_KRW,2020-03-25,163.053329
ECOS.FX.USD_KRW,2020-03-26,162.478163
ECOS.FX.USD_KRW,2020-03-27,163.999689
ECOS.FX.USD_KRW,2020-03-28,163.683485
ECOS.FX.USD_KRW,2020-03-29,163.914877
ECOS.FX.USD_KRW,2020-03-30,162.966894
ECOS.FX.USD_KRW,2020-03-31,162.994626
ECOS.FX.USD_KRW,2020-04-01,164.2728
ECOS.FX.USD_KRW,2020-04-02,162.713806
ECOS.FX.USD_KRW,2020-04-03,163.75672
ECOS.FX.USD_KRW,2020-04-04,161.433957
ECOS.FX.USD_KRW,2020-04-05,162.737365
ECOS.FX.USD_KRW,2020-04-06,162.74367
ECOS.FX.USD_KRW,2020-04-07,162.240964
ECOS.FX.USD_KRW,2020-04-08,162.511921
ECOS.FX.USD_KRW,2020-04-09,162.508785
ECOS.FX.USD_KRW,2020-04-10,162.246439
ECOS.FX.USD_KRW,2020-04-11,163.569538
ECOS.FX.USD_KRW,2020-04-12,163.076806
ECOS.FX.USD_KRW,2020-04-13,163.427294
ECOS.FX.USD_KRW,2020-04-14,161.866464
ECOS.FX.USD_KRW,2020-04-15,162.53176
ECOS.FX.USD_KRW,2020-04-16,162.259005
ECOS.FX.USD_KRW,2020-04-17,160.502912
ECOS.FX.USD_KRW,2020-04-18,162.695008
ECOS.FX.USD_KRW,2020-04-19,163.16955
ECOS.FX.USD_KRW,2020-04-20,162.187462
ECOS.FX.USD_KRW,2020-04-21,161.8675
ECOS.FX.USD_KRW,2020-04-22,160.999963
ECOS.FX.USD_KRW,2020-04-23,162.145121
ECOS.FX.USD_KRW,2020-04-24,163.089629
ECOS.FX.USD_KRW,2020-04-25,160.050181
ECOS.FX.USD_KRW,2020-04-26,163.377167
ECOS.FX.USD_KRW,2020-04-27,161.306361
ECOS.FX.USD_KRW,2020-04-28,160.861194
ECOS.FX.USD_KRW,2020-04-29,160.990093
ECOS.FX.USD_KRW,2020-04-30,160.888115
ECOS.FX.USD_KRW,2020-05-01,162.657073
ECOS.FX.USD_KRW,2020-05-02,162.484963
ECOS.FX.USD_KRW,2020-05-03,161.976252
ECOS.FX.USD_KRW,2020-05-04,161.06916
ECOS.FX.USD_KRW,2020-05-05,162.079622
ECOS.FX.USD_KRW,2020-05-06,160.629289
ECOS.FX.USD_KRW,2020-05-07,160.658688
ECOS.FX.USD_KRW,2020-05-08,161.9077
ECOS.FX.USD_KRW,2020-05-09,161.639413
ECOS.FX.USD_KRW,2020-05-10,161.673578
ECOS.FX.USD_KRW,2020-05-11,161.204897
ECOS.FX.USD_KRW,2020-05-12,161.054043
ECOS.FX.USD_KRW,2020-05-13,161.667
ECOS.FX.USD_KRW,2020-05-14,160.823858
ECOS.FX.USD_KRW,2020-05-15,161.485705
ECOS.FX.USD_KRW,2020-05-16,161.124558
ECOS.FX.USD_KRW,2020-05-17,161.458352
ECOS.FX.USD_KRW,2020-05-18,161.920383
ECOS.FX.USD_KRW,2020-05-19,160.841551
ECOS.FX.USD_KRW,2020-05-20,160.651057
ECOS.FX.USD_KRW,2020-05-21,160.288823
ECOS.FX.USD_KRW,2020-05-22,160.508457
ECOS.FX.USD_KRW,2020-05-23,161.360033
ECOS.FX.USD_KRW,2020-05-24,160.516327
ECOS.FX.USD_KRW,2020-05-25,160.406797
ECOS.FX.USD_KRW,2020-05-26,160.784963
ECOS.FX.USD_KRW,2020-05-27,160.670684
ECOS.FX.USD_KRW,2020-05-28,159.914046
ECOS.FX.USD_KRW,2020-05-29,160.307548
ECOS.FX.USD_KRW,2020-05-30,160.328719
ECOS.FX.USD_KRW,2020-05-31,160.579533
ECOS.FX.USD_KRW,2020-06-01,160.84927
ECOS.FX.USD_KRW,2020-06-02,162.610778
ECOS.FX.USD_KRW,2020-06-03,158.991026
ECOS.FX.USD_KRW,2020-06-04,160.121947
ECOS.FX.USD_KRW,2020-06-05,161.501334
ECOS.FX.USD_KRW,2020-06-06,160.036153
ECOS.FX.USD_KRW,2020-06-07,160.738407
ECOS.FX.USD_KRW,2020-06-08,161.327213
ECOS.FX.USD_KRW,2020-06-09,161.111023
ECOS.FX.USD_KRW,2020-06-10,160.875314
ECOS.FX.USD_KRW,2020-06-11,161.185392
ECOS.FX.USD_KRW,2020-06-12,160.320074
ECOS.FX.USD_KRW,2020-06-13,160.881405
ECOS.FX.USD_KRW,2020-06-14,160.233188
ECOS.FX.USD_KRW,2020-06-15,160.556978
ECOS.FX.USD_KRW,2020-06-16,160.839228
ECOS.FX.USD_KRW,2020-06-17,160.395055
ECOS.FX.USD_KRW,2020-06-18,159.171702
ECOS.FX.USD_KRW,2020-06-19,160.749682
ECOS.FX.USD_KRW,2020-06-20,159.247989
ECOS.FX.USD_KRW,2020-06-21,160.510887
ECOS.FX.USD_KRW,2020-06-22,160.440428
ECOS.FX.USD_KRW,2020-06-23,159.97537
ECOS.FX.USD_KRW,2020-06-24,159.574781
ECOS.FX.USD_KRW,2020-06-25,160.071575
ECOS.FX.USD_KRW,2020-06-26,158.565979
ECOS.FX.USD_KRW,2020-06-27,159.317222
ECOS.FX.USD_KRW,2020-06-28,160.390906
ECOS.FX.USD_KRW,2020-06-29,158.585959
ECOS.FX.USD_KRW,2020-06-30,159.319105
ECOS.FX.USD_KRW,2020-07-01,159.257149
ECOS.FX.USD_KRW,2020-07-02,159.072429
ECOS.FX.USD_KRW,2020-07-03,159.276116
ECOS.FX.USD_KRW,2020-07-04,158.768207
ECOS.FX.USD_KRW,2020-07-05,158.721318
ECOS.FX.USD_KRW,2020-07-06,159.0067
ECOS.FX.USD_KRW,2020-07-07,158.132956
ECOS.FX.USD_KRW,2020-07-08,158.654259
ECOS.FX.USD_KRW,2020-07-09,159.971267
ECOS.FX.USD_KRW,2020-07-10,159.844102
ECOS.FX.USD_KRW,2020-07-11,158.592575
ECOS.FX.USD_KRW,2020-07-12,159.996345
ECOS.FX.USD_KRW,2020-07-13,157.924907
ECOS.FX.USD_KRW,2020-07-14,158.506662
ECOS.FX.USD_KRW,2020-07-15,157.478276
ECOS.FX.USD_KRW,2020-07-16,159.044241
ECOS.FX.USD_KRW,2020-07-17,158.516839
ECOS.FX.USD_KRW,2020-07-18,158.800491
ECOS.FX.USD_KRW,2020-07-19,160.09344
ECOS.FX.USD_KRW,2020-07-20,158.315241
ECOS.FX.USD_KRW,2020-07-21,157.647054
ECOS.FX.USD_KRW,2020-07-22,157.846643
ECOS.FX.USD_KRW,2020-07-23,158.443374
ECOS.FX.USD_KRW,2020-07-24,159.505945
ECOS.FX.USD_KRW,2020-07-25,158.699489
ECOS.FX.USD_KRW,2020-07-26,156.305003
ECOS.FX.USD_KRW,2020-07-27,158.121634
ECOS.FX.USD_KRW,2020-07-28,157.974765
ECOS.FX.USD_KRW,2020-07-29,159.319464
ECOS.FX.USD_KRW,2020-07-30,158.133559
ECOS.FX.USD_KRW,2020-07-31,157.465928
ECOS.FX.USD_KRW,2020-08-01,158.468084
ECOS.FX.USD_KRW,2020-08-02,157.727991
ECOS.FX.USD_KRW,2020-08-03,158.866572
ECOS.FX.USD_KRW,2020-08-04,156.734014
ECOS.FX.USD_KRW,2020-08-05,157.589653
ECOS.FX.USD_KRW,2020-08-06,158.148101
ECOS.FX.USD_KRW,2020-08-07,158.926424
ECOS.FX.USD_KRW,2020-08-08,157.312022
ECOS.FX.USD_KRW,2020-08-09,155.988815
ECOS.FX.USD_KRW,2020-08-10,157.616244
ECOS.FX.USD_KRW,2020-08-11,156.854739
ECOS.FX.USD_KRW,2020-08-12,158.21962
ECOS.FX.USD_KRW,2020-08-13,158.552818
ECOS.FX.USD_KRW,2020-08-14,158.099899
ECOS.FX.USD_KRW,2020-08-15,156.698589
ECOS.FX.USD_KRW,2020-08-16,157.609941
ECOS.FX.USD_KRW,2020-08-17,157.292417
ECOS.FX.USD_KRW,2020-08-18,156.686638
ECOS.FX.USD_KRW,2020-08-19,156.985673
ECOS.FX.USD_KRW,2020-08-20,156.498961
ECOS.FX.USD_KRW,2020-08-21,159.000566
ECOS.FX.USD_KRW,2020-08-22,155.646943
ECOS.FX.USD_KRW,2020-08-23,157.497946
ECOS.FX.USD_KRW,2020-08-24,157.003446
ECOS.FX.USD_KRW,2020-08-25,156.530579
ECOS.FX.USD_KRW,2020-08-26,157.643813
ECOS.FX.USD_KRW,2020-08-27,157.050986
ECOS.FX.USD_KRW,2020-08-28,157.071704
ECOS.FX.USD_KRW,2020-08-29,157.052778
ECOS.FX.USD_KRW,2020-08-30,157.122009
ECOS.FX.USD_KRW,2020-08-31,157.205515
ECOS.FX.USD_KRW,2020-09-01,156.847106
ECOS.FX.USD_KRW,2020-09-02,156.70397
ECOS.FX.USD_KRW,2020-09-03,156.228468
ECOS.FX.USD_KRW,2020-09-04,156.298472
ECOS.FX.USD_KRW,2020-09-05,157.172653
ECOS.FX.USD_KRW,2020-09-06,157.037822
ECOS.FX.USD_KRW,2020-09-07,156.18968
ECOS.FX.USD_KRW,2020-09-08,156.571224
ECOS.FX.USD_KRW,2020-09-09,156.004547
ECOS.FX.USD_KRW,2020-09-10,156.837697
ECOS.FX.USD_KRW,2020-09-11,156.639202
ECOS.FX.USD_KRW,2020-09-12,156.972183
ECOS.FX.USD_KRW,2020-09-13,157.441133
ECOS.FX.USD_KRW,2020-09-14,156.86709
ECOS.FX.USD_KRW,2020-09-15,156.066971
ECOS.FX.USD_KRW,2020-09-16,157.34869
ECOS.FX.USD_KRW,2020-09-17,156.01363
ECOS.FX.USD_KRW,2020-09-18,156.834958
ECOS.FX.USD_KRW,2020-09-19,154.431872
ECOS.FX.USD_KRW,2020-09-20,155.40666
ECOS.FX.USD_KRW,2020-09-21,156.751167
ECOS.FX.USD_KRW,2020-09-22,155.838462
ECOS.FX.USD_KRW,2020-09-23,156.397563
ECOS.FX.USD_KRW,2020-09-24,156.213379
ECOS.FX.USD_KRW,2020-09-25,157.110803
ECOS.FX.USD_KRW,2020-09-26,155.910184
ECOS.FX.USD_KRW,2020-09-27,155.213868
ECOS.FX.USD_KRW,2020-09-28,156.374155
ECOS.FX.USD_KRW,2020-09-29,156.226391
ECOS.FX.USD_KRW,2020-09-30,155.325856
ECOS.FX.USD_KRW,2020-10-01,155.584607
ECOS.FX.USD_KRW,2020-10-02,155.474305
ECOS.FX.USD_KRW,2020-10-03,155.745655
ECOS.FX.USD_KRW,2020-10-04,155.553503
ECOS.FX.USD_KRW,2020-10-05,155.295343
ECOS.FX.USD_KRW,2020-10-06,155.670627
ECOS.FX.USD_KRW,2020-10-07,156.586728
ECOS.FX.USD_KRW,2020-10-08,154.701087
ECOS.FX.USD_KRW,2020-10-09,154.410954
ECOS.FX.USD_KRW,2020-10-10,154.828277
ECOS.FX.USD_KRW,2020-10-11,153.41542
ECOS.FX.USD_KRW,2020-10-12,155.107076
ECOS.FX.USD_KRW,2020-10-13,156.555797
ECOS.FX.USD_KRW,2020-10-14,154.778603
ECOS.FX.USD_KRW,2020-10-15,155.129682
ECOS.FX.USD_KRW,2020-10-16,154.697496
ECOS.FX.USD_KRW,2020-10-17,155.678043
ECOS.FX.USD_KRW,2020-10-18,154.678359
ECOS.FX.USD_KRW,2020-10-19,154.992671
ECOS.FX.USD_KRW,2020-10-20,156.391893
ECOS.FX.USD_KRW,2020-10-21,154.339713
ECOS.FX.USD_KRW,2020-10-22,154.551356
ECOS.FX.USD_KRW,2020-10-23,154.129343
ECOS.FX.USD_KRW,2020-10-24,154.838056
ECOS.FX.USD_KRW,2020-10-25,155.342473
ECOS.FX.USD_KRW,2020-10-26,155.558143
ECOS.FX.USD_KRW,2020-10-27,155.739016
ECOS.FX.USD_KRW,2020-10-28,154.66854
ECOS.FX.USD_KRW,2020-10-29,156.099221
ECOS.FX.USD_KRW,2020-10-30,154.261451
ECOS.FX.USD_KRW,2020-10-31,154.128184
ECOS.FX.USD_KRW,2020-11-01,152.939458
ECOS.FX.USD_KRW,2020-11-02,154.223116
ECOS.FX.USD_KRW,2020-11-03,154.946254
ECOS.FX.USD_KRW,2020-11-04,153.578308
ECOS.FX.USD_KRW,2020-11-05,153.409337
ECOS.FX.USD_KRW,2020-11-06,154.394844
ECOS.FX.USD_KRW,2020-11-07,154.281548
ECOS.FX.USD_KRW,2020-11-08,153.96922
ECOS.FX.USD_KRW,2020-11-09,153.909317
ECOS.FX.USD_KRW,2020-11-10,153.988487
ECOS.FX.USD_KRW,2020-11-11,154.319885
ECOS.FX.USD_KRW,2020-11-12,154.659116
ECOS.FX.USD_KRW,2020-11-13,153.19479
ECOS.FX.USD_KRW,2020-11-14,153.525598
ECOS.FX.USD_KRW,2020-11-15,153.457215
ECOS.FX.USD_KRW,2020-11-16,153.663804
ECOS.FX.USD_KRW,2020-11-17,154.543443
